ride_id,customer_id,driver_id,city,pickup_area,drop_area,pickup_time,vehicle_type,distance_km,duration_min,demand_level,nearby_drivers,weather,surge_multiplier,base_fare,final_fare,payment_method,ride_status,customer_rating
RPD102814,CUST1304,,bangalore,MG Road,Jayanagar,27/06/2026 10:00,BIKE,2.7,24.0,Very High,18.0,Heavy Rain,1.96,31.2,61.15,Cash,Cancelled by Customer,
RPD101733,CUST2328,DRV647,Bengaluru,Indiranagar,Whitefield,2026-06-03 10:58:00,BIKE,1.96,26.6,Very High,14.0,Heavy Rain,1.98,26.76,52.98,,Cancelled by Driver,
RPD103957,CUST3414,DRV641,Hyderabad,Madhapur,Kukatpally,2026-06-24 21:13:00,auto,4.35,6.9,Low,15.0,Heavy Rain,1.0,54.15,54.15,Cash,completed,3.8
RPD103656,CUST1741,DRV541,Mumbai,Borivali,Dadar,07/07/2026 23:39,bike,0.91,30.2,Medium,22.0,,1.16,20.46,23.73,upi,completed,4.6
RPD102747,CUST1018,DRV704,hyderabad ,Hitech City,Hitech City,2026-06-09 14:30:00,bike,6.15,24.2,Very High,19.0,Heavy Rain,1.91,51.9,99.13,upi,Ongoing,
RPD100623,CUST3869,DRV737,Pune,Hinjewadi,Kothrud,2026-07-15 08:31:00,auto,8.13,30.3,Very High,8.0,,1.87,88.17,164.88,,Ongoing,
RPD103820,CUST3886,DRV517,Hyderabad,Gachibowli,Hitech City,05/06/2026 13:16,cab economy,6.67,8.6,Medium,27.0,Clear,1.14,95.04,108.35,cash ,Completed,5.0
RPD104677,CUST1045,DRV612,hyderabad ,Kukatpally,Kukatpally,2026-06-08 08:52:00,Auto,13.41,58.3,High,5.0,Cloudy,1.35,135.69,183.18,,Ongoing,
RPD102873,CUST3350,DRV409,Pune,Camp,Hinjewadi,2026-07-09 02:15:00,Cab Economy,6.99,31.8,Medium,19.0,,1.17,98.88,Rs. 115.69,cash ,Cancelled by Driver,
RPD103882,CUST2808,DRV644,Mumbai,Bandra,Dadar,2026-07-09 13:47:00,Cab Economy,2.3,7.8,Medium,18.0,,1.15,42.6,48.99,wallet,Cancelled by Driver,
RPD104052,CUST3595,DRV727,BANGALORE,Whitefield,Whitefield,2026-06-22 14:56:00,auto,3.59,48.1,Medium,24.0,,1.12,47.31,52.99,UPI,Ongoing,
RPD101500,CUST3242,DRV156,Pune,Baner,Viman Nagar,04/06/2026 11:11,bike,13.43,16.7,Very High,19.0,Rain,1.91,95.58,182.56,wallet,COMPLETED,4.5
RPD104509,CUST1903,DRV620,Bengaluru,MG Road,HSR Layout,17-Jun-2026 10:13 AM,Bike,3.56,25.6,Very High,25.0,Rain,1.93,36.36,70.17,Cash,Completed,4.0
RPD102259,CUST1563,DRV620,Bangalore,MG Road,Koramangala,21/06/2026 03:17,bike,7.11,22.7,Very High,35.0,Rain,1.88,57.66,108.4,Cash,Cancelled by Driver,
RPD102463,CUST2209,,mumbai,Bandra,Borivali,2026-06-01 18:23:00,cab economy,3.31,23.8,Very High,9.0,Cloudy,1.97,54.72,107.8,Cash,Cancelled by Customer,
RPD102159,CUST3111,DRV155,Mumbai,Bandra,Andheri,2026-06-10 09:33:00,cab economy,4.53,13.4,Very High,17.0,Heavy Rain,1.97,69.36,136.64,,completed,5.0
RPD102056,CUST2558,DRV705,Bengaluru,Whitefield,Indiranagar,2026-07-03 22:04:00,BIKE,2.01,3.5,Low,11.0,Cloudy,1.0,27.06,27.06,Wallet,COMPLETED,4.2
RPD101119,CUST2471,DRV230,Bangalore,MG Road,Indiranagar,2026-07-11 23:00:00,auto,5.75,10.5,Medium,18.0,,1.14,66.75,76.09,upi,COMPLETED,4.7
RPD100787,CUST3507,DRV594,hyderabad ,Gachibowli,Banjara Hills,02-Jun-2026 03:14 PM,Auto,8.72,3.0,Low,11.0,Cloudy,1.0,93.48,93.48,,completed,4.6
RPD103684,CUST1181,DRV605,mumbai,Bandra,Andheri,02/07/2026 21:46,auto,5.42,19.2,Medium,14.0,Clear,1.2,63.78,76.54,UPI,COMPLETED,5.0
RPD102321,CUST3411,DRV597,Hyderabad,Gachibowli,Madhapur,2026-06-27 16:47:00,Cab Economy,1.37,23.4,Medium,14.0,,1.14,31.44,35.84,Cash,COMPLETED,5.0
RPD104334,CUST3762,DRV714,BANGALORE,MG Road,Koramangala,06-Jun-2026 09:56 AM,BIKE,2.8,22.6,High,10.0,Rain,1.33,31.8,42.29,wallet,COMPLETED,4.4
RPD100196,CUST1643,,mumbai,Bandra,Dadar,11/06/2026 23:04,cab economy,3.13,11.1,Medium,17.0,,1.16,52.56,60.97,UPI,Cancelled by Customer,
RPD104359,CUST3255,DRV660,Pune,Viman Nagar,Camp,01-Jul-2026 01:12 AM,cab economy,3.8,25.1,Low,20.0,Clear,1.0,60.6,60.6,Card,COMPLETED,5.0
RPD100005,CUST3940,DRV422,Hyderabad,Kukatpally,Banjara Hills,2026-07-11 22:35:00,Bike,2.83,41.9,Medium,19.0,Rain,1.09,31.98,34.86,cash ,Ongoing,
RPD104332,CUST1421,DRV538,bangalore,HSR Layout,Whitefield,04-Jun-2026 04:51 PM,cab economy,4.78,10.9,Low,11.0,Cloudy,1.04,72.36,75.25,Card,Ongoing,
RPD100740,CUST3146,DRV333,Pune,Hinjewadi,Hinjewadi,2026-06-22 07:19:00,bike,4.24,12.2,Low,23.0,,1.0,40.44,40.44,cash ,COMPLETED,4.1
RPD100616,CUST1606,DRV698,Bangalore,Koramangala,Koramangala,2026-06-20 02:16:00,auto,1.63,12.4,Medium,28.0,,1.15,29.67,34.12,wallet,completed,3.4
RPD103605,CUST1162,DRV349,Hyderabad,Gachibowli,Hitech City,2026-07-10 20:40:00,Cab Premium,2.85,18.3,Very High,3.0,Clear,1.88,66.3,124.64,Cash,Cancelled by Driver,
RPD100563,CUST3841,DRV294,bangalore,HSR Layout,Koramangala,01-Jul-2026 01:33 PM,auto,5.96,14.0,Low,18.0,,1.03,68.64,70.7,wallet,Completed,4.0
RPD102640,CUST3276,DRV597,hyderabad ,Banjara Hills,Gachibowli,2026-07-09 21:27:00,,1.26,11.8,Medium,29.0,,1.03,30.12,31.02,upi,Completed,5.0
RPD101287,CUST1305,DRV115,Bengaluru,MG Road,MG Road,15/07/2026 03:39,,0.97,11.4,Very High,9.0,Heavy Rain,1.88,26.64,Rs. 50.08,Wallet,COMPLETED,3.5
RPD104601,CUST3756,DRV146,hyderabad ,Kukatpally,Madhapur,30/06/2026 23:21,cab economy,3.5,14.4,Low,25.0,Clear,1.0,57.0,57.0,,COMPLETED,4.9
RPD103753,CUST1049,DRV317,Mumbai,Dadar,Borivali,2026-06-28 15:24:00,bike,2.07,10.0,Very High,28.0,Rain,1.88,27.42,51.55,Cash,COMPLETED,5.0
RPD104045,CUST3891,DRV543,bangalore,Electronic City,Koramangala,2026-06-04 12:12:00,,9.2,16.2,Low,29.0,Clear,1.0,125.4,125.4,Cash,Cancelled by Driver,
RPD100471,CUST3314,DRV279,Hyderabad,Madhapur,Gachibowli,01/06/2026 06:52,,3.36,14.2,Low,12.0,Cloudy,1.01,55.32,55.87,upi,COMPLETED,5.0
RPD101399,CUST3437,DRV597,Bangalore,Jayanagar,Koramangala,2026-06-16 22:25:00,Cab Premium,10.92,15.3,Low,24.0,Heavy Rain,1.0,211.56,211.56,cash ,Cancelled by Driver,
RPD100084,CUST2605,DRV232,hyderabad ,Kukatpally,Banjara Hills,17/06/2026 23:54,Cab Economy,3.37,13.1,Low,25.0,Clear,1.0,55.44,55.44,upi,COMPLETED,5.0
RPD101967,CUST2803,DRV236,BANGALORE,Jayanagar,MG Road,2026-07-12 17:08:00,,2.82,10.4,Low,16.0,Cloudy,1.0,48.84,48.84,wallet,Cancelled by Driver,
RPD104100,CUST3440,DRV618,Hyderabad,Hitech City,Banjara Hills,04-Jul-2026 08:54 PM,cab economy,6.23,24.9,High,3.0,Fog,1.42,89.76,127.46,cash ,Cancelled by Driver,
RPD104594,CUST3139,DRV469,BANGALORE,Jayanagar,HSR Layout,16/06/2026 05:41,cab economy,2.8,4.3,Medium,24.0,Fog,1.14,48.6,55.4,Cash,COMPLETED,3.9
RPD101228,CUST2431,DRV224,Bangalore,MG Road,MG Road,2026-06-08 03:36:00,,999.0,4.2,Medium,24.0,Rain,1.09,12003.0,13083.27,cash ,Cancelled by Driver,
RPD103175,CUST2338,,hyderabad ,Kukatpally,Banjara Hills,2026-06-25 03:11:00,Bike,6.32,6.7,Low,21.0,Clear,1.0,52.92,52.92,wallet,Cancelled by Customer,
RPD103132,CUST2558,,Hyderabad,Hitech City,Madhapur,12-Jun-2026 03:41 PM,auto,0.87,10.7,Medium,10.0,Fog,1.1,22.83,25.11,Cash,Cancelled by Customer,
RPD103782,CUST1155,DRV429,mumbai,Bandra,Bandra,2026-07-09 04:39:00,,6.79,17.0,Very High,8.0,Heavy Rain,1.89,96.48,182.35,Card,completed,3.1
RPD102926,CUST3598,DRV690,Pune,Baner,Hinjewadi,2026-07-02 18:35:00,,4.09,35.1,High,0.0,Rain,1.38,64.08,88.43,Cash,COMPLETED,4.2
RPD104972,CUST2573,DRV447,Bengaluru,MG Road,Koramangala,2026-06-14 09:09:00,bike,10.46,11.9,Very High,5.0,Fog,1.93,77.76,150.08,UPI,completed,3.3
RPD103915,CUST2039,DRV267,Mumbai,Bandra,Colaba,13/07/2026 10:01,cab economy,5.07,11.1,Low,20.0,Clear,1.0,75.84,75.84,cash ,Cancelled by Driver,
RPD100800,CUST2782,,mumbai,Colaba,Colaba,07/07/2026 22:34,auto,2.42,14.9,Very High,17.0,Heavy Rain,1.88,36.78,69.15,wallet,Cancelled by Customer,
RPD100738,CUST1049,DRV365,Hyderabad,Kukatpally,Banjara Hills,10/06/2026 23:51,Cab Premium,4.96,26.4,Low,20.0,Heavy Rain,1.02,104.28,106.37,Wallet,Ongoing,
RPD102255,CUST3381,DRV627,Pune,Baner,Baner,26/06/2026 07:25,BIKE,4.65,16.5,Low,11.0,Fog,1.0,42.9,42.9,Card,Cancelled by Driver,
RPD101701,CUST3662,DRV517,Mumbai,Borivali,Andheri,14/06/2026 18:00,,6.41,39.3,Very High,0.0,Heavy Rain,1.86,91.92,170.97,upi,COMPLETED,5.0
RPD102479,CUST3463,DRV711,bangalore,Whitefield,MG Road,2026-07-13 10:26:00,BIKE,999.0,15.7,Low,17.0,Clear,1.0,6009.0,6009.0,cash ,Cancelled by Driver,
RPD100420,CUST1919,DRV121,Pune,Viman Nagar,Baner,2026-07-01 23:08:00,auto,9.13,5.8,Very High,17.0,Rain,1.87,97.17,181.71,UPI,Ongoing,
RPD100532,CUST3244,DRV503,BANGALORE,Koramangala,Electronic City,26/06/2026 10:27,Cab Premium,4.39,7.8,Medium,27.0,Clear,1.09,94.02,102.48,upi,completed,4.9
RPD103344,CUST1434,DRV251,hyderabad ,Gachibowli,Madhapur,2026-06-13 02:33:00,Cab Economy,5.85,11.5,Medium,23.0,Heavy Rain,1.16,85.2,98.83,wallet,Ongoing,
RPD104122,CUST3230,DRV451,bangalore,Indiranagar,Indiranagar,2026-06-14 02:19:00,Cab Premium,3.67,16.9,Medium,27.0,Cloudy,1.19,81.06,96.46,,Cancelled by Driver,
RPD100247,CUST2614,DRV650,BANGALORE,MG Road,HSR Layout,2026-07-05 09:40:00,Cab Economy,9.51,5.3,Very High,2.0,Clear,1.92,129.12,247.91,upi,Completed,3.8
RPD100890,CUST3482,DRV143,BANGALORE,Koramangala,HSR Layout,10-Jun-2026 04:15 AM,auto,7.06,16.7,Low,24.0,Cloudy,1.01,78.54,79.33,upi,completed,4.9
RPD104763,CUST1691,DRV248,hyderabad ,Hitech City,Hitech City,2026-06-27 16:16:00,Cab Premium,5.35,14.7,Low,21.0,Clear,1.0,111.3,111.3,upi,COMPLETED,4.8
RPD104288,CUST1573,,Pune,Viman Nagar,Hinjewadi,2026-07-12 13:18:00,auto,11.63,30.1,Very High,30.0,Heavy Rain,1.94,119.67,232.16,Card,Cancelled by Customer,
RPD102514,CUST2370,,BANGALORE,Koramangala,Jayanagar,2026-07-06 19:54:00,auto,12.12,11.1,High,6.0,Clear,1.32,124.08,163.79,Card,Cancelled by Customer,
RPD100733,CUST1652,DRV350,bangalore,Koramangala,Indiranagar,2026-07-07 14:29:00,BIKE,2.15,20.1,Low,20.0,Cloudy,1.0,27.9,27.9,,Cancelled by Driver,
RPD104641,CUST3851,DRV384,Mumbai,Dadar,Dadar,29/06/2026 07:03,,999.0,10.9,Low,18.0,,3.73,12003.0,44771.19,wallet,completed,4.8
RPD100679,CUST2718,DRV557,Mumbai,Bandra,Powai,13-Jul-2026 03:31 PM,cab economy,4.96,8.5,Very High,24.0,Heavy Rain,1.85,74.52,137.86,Wallet,Cancelled by Driver,
RPD102356,CUST3295,DRV352,Pune,Camp,Baner,2026-07-05 16:55:00,auto,1.46,35.7,Medium,16.0,Cloudy,1.15,28.14,32.36,Wallet,Ongoing,
RPD103448,CUST2410,DRV492,BANGALORE,Jayanagar,HSR Layout,2026-07-16 11:19:00,Cab Economy,7.68,16.6,Low,17.0,Cloudy,1.0,107.16,107.16,Cash,Completed,4.2
RPD103095,CUST1674,DRV704,Hyderabad,Kukatpally,Hitech City,16-Jun-2026 10:40 PM,Bike,15.39,3.2,Low,24.0,Fog,1.06,107.34,113.78,,Ongoing,
RPD100454,CUST1879,,bangalore,Whitefield,Electronic City,08-Jul-2026 06:52 AM,Cab Premium,5.13,20.1,Low,13.0,Cloudy,1.02,107.34,109.49,,Cancelled by Customer,
RPD100789,CUST3901,DRV587,Bengaluru,Whitefield,Electronic City,2026-06-23 02:44:00,Auto,4.31,9.0,Medium,11.0,Fog,1.14,53.79,61.32,Wallet,Ongoing,
RPD104668,CUST2125,DRV344,bangalore,HSR Layout,Jayanagar,19-Jun-2026 09:34 PM,BIKE,4.84,33.3,Low,19.0,Clear,1.0,44.04,44.04,Card,completed,4.9
RPD102503,CUST1243,DRV476,hyderabad ,Kukatpally,Madhapur,07-Jun-2026 08:27 AM,bike,7.3,43.1,High,9.0,,1.41,58.8,82.91,wallet,Ongoing,
RPD104819,CUST1601,DRV325,hyderabad ,Kukatpally,Kukatpally,11/07/2026 23:48,Auto,0.96,6.0,Medium,13.0,Clear,5.5,23.64,130.02,Wallet,Completed,4.9
RPD103837,CUST3206,DRV358,Pune,Kothrud,Camp,07/06/2026 10:57,Cab Premium,7.16,9.9,Low,26.0,,1.06,143.88,152.51,Wallet,completed,3.9
RPD102125,CUST1240,DRV583,BANGALORE,MG Road,MG Road,30-Jun-2026 09:58 PM,Bike,2.46,19.6,Low,23.0,Fog,1.0,29.76,29.76,Cash,Ongoing,
RPD101126,CUST3814,DRV732,mumbai,Borivali,Colaba,15/07/2026 10:17,,3.3,16.0,Low,20.0,,1.04,54.6,56.78,upi,Ongoing,
RPD104611,CUST3607,DRV509,hyderabad ,Banjara Hills,Kukatpally,12/07/2026 02:27,Cab Premium,2.45,15.1,Medium,7.0,,1.12,59.1,66.19,upi,completed,3.2
RPD104282,CUST3707,,BANGALORE,MG Road,HSR Layout,2026-07-07 22:35:00,Cab Economy,5.77,24.8,Very High,23.0,Rain,1.88,84.24,Rs. 158.37,Wallet,Cancelled by Customer,
RPD100761,CUST1066,,bangalore,HSR Layout,MG Road,09-Jul-2026 11:47 AM,bike,1.52,11.5,Medium,17.0,Fog,1.02,24.12,24.6,UPI,Cancelled by Customer,
RPD104366,CUST3557,DRV420,BANGALORE,Whitefield,MG Road,2026-06-12 04:38:00,bike,3.87,5.4,Low,22.0,Rain,1.04,38.22,39.75,Cash,completed,4.6
RPD101277,CUST3069,DRV494,bangalore,Jayanagar,MG Road,2026-06-12 07:55:00,,5.04,6.9,Low,17.0,Cloudy,5.86,75.48,442.31,UPI,COMPLETED,5.0
RPD102411,CUST3566,DRV658,hyderabad ,Kukatpally,Gachibowli,2026-06-05 15:52:00,Cab Premium,6.26,8.8,Medium,31.0,Cloudy,1.22,127.68,155.77,Card,Completed,4.0
RPD103966,CUST3841,DRV164,mumbai,Bandra,Andheri,2026-06-23 22:03:00,cab economy,8.08,13.4,Low,18.0,Clear,1.0,111.96,Rs. 111.96,Wallet,COMPLETED,4.6
RPD104424,CUST3788,DRV782,Bangalore,HSR Layout,HSR Layout,21/06/2026 09:29,Cab Economy,1.76,15.3,Very High,0.0,Heavy Rain,1.9,36.12,68.63,upi,Cancelled by Driver,
RPD104249,CUST1780,,Hyderabad,Gachibowli,Gachibowli,2026-06-08 01:51:00,Cab Premium,14.52,19.1,Low,16.0,Clear,1.08,276.36,298.47,Wallet,Cancelled by Customer,
RPD102883,CUST3073,DRV206,Pune,Hinjewadi,Baner,03-Jun-2026 12:02 AM,bike,7.11,4.9,Low,15.0,,1.04,57.66,59.97,UPI,completed,4.2
RPD104080,CUST3156,,Hyderabad,Hitech City,Madhapur,05/06/2026 10:04,cab economy,1.19,40.7,Low,8.0,Cloudy,1.0,29.28,29.28,Cash,Cancelled by Customer,
RPD104250,CUST1572,DRV158,Bengaluru,Indiranagar,Electronic City,2026-06-27 08:05:00,Cab Economy,0.94,3.2,Very High,0.0,Cloudy,1.91,26.28,50.19,cash ,completed,4.9
RPD102119,CUST3470,DRV265,Pune,Viman Nagar,Viman Nagar,07/06/2026 02:10,bike,4.6,5.4,Medium,31.0,Clear,1.2,42.6,51.12,UPI,completed,3.9
RPD104087,CUST2933,DRV379,Bangalore,MG Road,Jayanagar,2026-06-12 09:39:00,Auto,2.26,14.0,High,8.0,Heavy Rain,1.34,35.34,47.36,wallet,completed,4.1
RPD104660,CUST1026,DRV647,hyderabad ,Gachibowli,Gachibowli,07-Jun-2026 05:56 PM,BIKE,2.73,13.3,Medium,22.0,Clear,1.11,31.38,34.83,cash ,completed,3.8
RPD100408,CUST1376,DRV692,Mumbai,Powai,Dadar,13-Jun-2026 03:40 PM,,3.26,14.6,Very High,21.0,Rain,1.92,54.12,103.91,upi,completed,3.9
RPD104562,CUST3578,DRV602,bangalore,Jayanagar,Whitefield,10-Jun-2026 02:45 AM,bike,8.62,23.7,Very High,22.0,Rain,1.9,66.72,126.77,Cash,Ongoing,
RPD101091,CUST1025,DRV593,bangalore,HSR Layout,Electronic City,2026-07-12 16:11:00,bike,4.3,10.8,Low,17.0,Rain,1.0,40.8,40.8,upi,Cancelled by Driver,
RPD100373,CUST3567,DRV575,Bangalore,HSR Layout,MG Road,2026-06-20 05:45:00,cab economy,5.16,3.0,Low,35.0,Cloudy,1.0,76.92,76.92,UPI,Cancelled by Driver,
RPD101383,CUST1370,DRV227,Mumbai,Borivali,Powai,17/06/2026 08:40,,0.85,44.3,High,10.0,Fog,1.42,25.2,35.78,UPI,Ongoing,
RPD101264,CUST2276,,BANGALORE,HSR Layout,Indiranagar,03/06/2026 16:22,Cab Economy,9.66,5.8,Very High,19.0,Rain,1.94,130.92,253.98,Cash,Cancelled by Customer,
RPD104995,CUST2584,DRV787,Hyderabad,Kukatpally,Kukatpally,2026-07-08 20:35:00,BIKE,6.07,29.2,Very High,3.0,Heavy Rain,1.85,51.42,95.13,UPI,Ongoing,
RPD100639,CUST2240,DRV134,mumbai,Borivali,Powai,26-Jun-2026 12:44 PM,BIKE,7.17,8.3,Low,23.0,Clear,1.07,58.02,62.08,,Ongoing,
RPD104298,CUST1044,DRV462,Pune,Camp,Hinjewadi,30/06/2026 08:36,Cab Economy,9.96,25.7,Very High,14.0,,1.88,134.52,252.9,Wallet,Completed,5.0
RPD102028,CUST1519,DRV717,Mumbai,Bandra,Bandra,2026-06-14 17:06:00,,6.06,22.9,Low,24.0,Fog,1.01,87.72,88.6,upi,Completed,3.8
RPD103878,CUST2059,,Hyderabad,Madhapur,Madhapur,2026-07-12 06:13:00,Bike,11.48,23.8,Low,21.0,Fog,1.03,83.88,86.4,Wallet,Cancelled by Customer,
RPD102202,CUST1776,DRV252,BANGALORE,Indiranagar,MG Road,2026-06-14 17:00:00,auto,9.26,38.6,Low,22.0,Cloudy,1.0,98.34,98.34,UPI,completed,3.6
RPD101570,CUST3313,DRV626,Bengaluru,Jayanagar,Electronic City,10/06/2026 05:06,bike,4.96,18.0,Very High,21.0,Heavy Rain,1.9,44.76,85.04,,Completed,5.0
RPD101016,CUST2092,DRV527,Bengaluru,Electronic City,Electronic City,2026-06-10 07:57:00,Auto,4.6,6.6,Low,30.0,Fog,1.13,56.4,63.73,upi,Cancelled by Driver,
RPD102078,CUST2963,DRV483,Pune,Camp,Camp,12/06/2026 21:05,cab economy,2.46,28.8,Medium,24.0,,1.2,44.52,Rs. 53.42,UPI,COMPLETED,
RPD103055,CUST2567,DRV302,BANGALORE,HSR Layout,HSR Layout,2026-06-15 04:48:00,auto,3.54,14.6,Very High,29.0,Rain,1.83,46.86,,Cash,COMPLETED,4.2
RPD102560,CUST2064,DRV206,BANGALORE,Electronic City,Indiranagar,07-Jul-2026 07:03 PM,Cab Premium,3.95,18.3,Very High,10.0,Cloudy,1.92,86.1,165.31,cash ,Completed,4.6
RPD103355,CUST1900,DRV431,Bangalore,Whitefield,Jayanagar,2026-06-26 15:46:00,Cab Economy,13.15,13.9,Very High,10.0,Rain,1.95,172.8,336.96,wallet,Ongoing,
RPD104175,CUST1767,DRV184,mumbai,Borivali,Dadar,2026-06-22 14:53:00,auto,5.34,30.0,Low,20.0,Clear,1.0,63.06,63.06,UPI,completed,4.0
RPD103010,CUST1927,DRV262,Hyderabad,Gachibowli,Gachibowli,24-Jun-2026 05:06 AM,Auto,7.47,33.9,Low,19.0,,1.0,82.23,82.23,upi,completed,4.3
RPD100449,CUST2211,DRV529,bangalore,Whitefield,Whitefield,2026-06-26 05:27:00,BIKE,9.09,13.8,Low,19.0,Fog,1.06,69.54,73.71,wallet,COMPLETED,3.3
RPD104576,CUST3282,DRV778,Mumbai,Borivali,Bandra,2026-07-10 05:11:00,bike,0.88,24.5,Low,20.0,Clear,1.02,20.28,20.69,Card,Ongoing,
RPD104444,CUST3007,,bangalore,HSR Layout,Indiranagar,08-Jul-2026 10:32 AM,cab economy,7.87,20.7,Medium,25.0,Cloudy,1.12,109.44,122.57,Card,Cancelled by Customer,
RPD103188,CUST3835,DRV408,Pune,Viman Nagar,Baner,17-Jun-2026 02:12 AM,Cab Economy,2.79,8.7,Medium,28.0,Clear,1.14,48.48,55.27,Cash,Ongoing,
RPD104551,CUST2162,DRV622,hyderabad ,Banjara Hills,Madhapur,15/07/2026 23:47,cab economy,4.39,12.4,Low,21.0,Cloudy,1.0,67.68,67.68,wallet,completed,3.8
RPD100276,CUST2951,DRV744,Hyderabad,Gachibowli,Madhapur,05-Jul-2026 11:20 PM,Bike,5.71,15.0,Medium,18.0,Cloudy,1.23,49.26,60.59,upi,Cancelled by Driver,
RPD102092,CUST3966,DRV328,hyderabad ,Kukatpally,Gachibowli,2026-06-03 08:23:00,,0.5,29.9,Very High,3.0,Cloudy,1.88,21.0,39.48,Card,COMPLETED,4.6
RPD102281,CUST3387,DRV328,Pune,Viman Nagar,Baner,2026-07-02 01:41:00,,3.61,22.5,Medium,32.0,Clear,1.17,58.32,68.23,Card,completed,4.1
RPD102901,CUST2234,,bangalore,Whitefield,HSR Layout,2026-07-05 14:08:00,bike,2.1,26.2,Medium,30.0,Heavy Rain,1.18,27.6,32.57,Cash,Cancelled by Customer,
RPD104220,CUST3494,DRV527,mumbai,Andheri,Bandra,12-Jul-2026 02:26 AM,,2.02,33.0,Low,24.0,Clear,1.0,39.24,39.24,UPI,COMPLETED,
RPD103725,CUST3848,DRV181,Hyderabad,Madhapur,Kukatpally,15/07/2026 03:44,cab economy,7.31,21.7,Low,24.0,Fog,1.06,102.72,108.88,cash ,Ongoing,
RPD100595,CUST2845,DRV228,mumbai,Borivali,Borivali,21-Jun-2026 12:09 AM,Cab Economy,7.6,11.5,Medium,20.0,Clear,1.1,106.2,116.82,,COMPLETED,
RPD104360,CUST3571,DRV498,BANGALORE,Jayanagar,Indiranagar,2026-07-13 11:39:00,Cab Premium,4.18,6.9,Medium,27.0,Fog,1.11,90.24,100.17,cash ,Completed,4.9
RPD104536,CUST3485,DRV332,Bengaluru,Koramangala,MG Road,14-Jul-2026 07:12 PM,bike,4.39,17.4,High,2.0,Clear,1.4,41.34,57.88,wallet,completed,4.4
RPD102022,CUST1834,DRV627,Mumbai,Dadar,Colaba,02-Jul-2026 04:11 AM,cab economy,3.34,23.8,Medium,20.0,,1.16,55.08,63.89,wallet,COMPLETED,3.9
RPD102676,CUST3117,,Bengaluru,Jayanagar,Electronic City,2026-06-25 01:18:00,Cab Economy,999.0,24.9,Low,18.0,Cloudy,1.04,12003.0,12483.12,Cash,Cancelled by Customer,
RPD100677,CUST1539,DRV303,Bengaluru,Jayanagar,Electronic City,13-Jul-2026 08:02 PM,Cab Premium,4.7,7.6,Very High,16.0,Rain,1.89,99.6,188.24,upi,COMPLETED,4.2
RPD101059,CUST3687,DRV766,Pune,Viman Nagar,Kothrud,2026-06-27 22:41:00,Cab Economy,6.69,28.2,Low,19.0,Fog,1.0,95.28,95.28,Card,Ongoing,
RPD100139,CUST2094,DRV506,Bangalore,Electronic City,Jayanagar,15-Jul-2026 09:27 PM,bike,13.1,7.2,Low,13.0,Fog,1.0,93.6,93.6,upi,Cancelled by Driver,
RPD101196,CUST3576,DRV479,mumbai,Bandra,Dadar,2026-07-09 23:54:00,Bike,2.72,3.2,Low,15.0,Cloudy,1.08,31.32,33.83,Cash,COMPLETED,
RPD104682,CUST2291,DRV147,Mumbai,Dadar,Borivali,28/06/2026 19:01,BIKE,0.76,10.6,Very High,11.0,Cloudy,1.91,19.56,37.36,Cash,Cancelled by Driver,
RPD103300,CUST2366,DRV611,hyderabad ,Kukatpally,Madhapur,08/07/2026 05:51,BIKE,6.11,11.9,Low,21.0,,1.01,51.66,52.18,wallet,Cancelled by Driver,
RPD101603,CUST3388,DRV779,Pune,Hinjewadi,Hinjewadi,2026-06-02 20:12:00,BIKE,1.42,20.4,High,2.0,Clear,1.35,23.52,31.75,wallet,COMPLETED,4.4
RPD102398,CUST3136,,hyderabad ,Madhapur,Banjara Hills,01/06/2026 15:21,Bike,7.58,22.1,Very High,17.0,Heavy Rain,1.86,60.48,112.49,cash ,Cancelled by Customer,
RPD101105,CUST2228,DRV741,Mumbai,Borivali,Andheri,14/06/2026 22:57,Bike,-7.41,7.8,Very High,22.0,Rain,1.94,15.6,30.26,upi,Completed,4.6
RPD102212,CUST2906,DRV671,Hyderabad,Banjara Hills,Hitech City,2026-06-17 11:41:00,cab economy,10.08,18.5,Medium,22.0,Fog,1.22,135.96,165.87,Cash,Cancelled by Driver,
RPD100475,CUST3128,DRV342,bangalore,Koramangala,HSR Layout,28-Jun-2026 12:37 AM,Auto,3.59,7.2,Low,20.0,Clear,1.03,47.31,48.73,upi,Cancelled by Driver,
RPD100961,CUST1813,DRV346,bangalore,HSR Layout,MG Road,2026-06-15 04:51:00,,11.5,11.6,Medium,20.0,Cloudy,1.11,153.0,169.83,upi,Ongoing,
RPD104851,CUST1397,DRV788,Pune,Viman Nagar,Hinjewadi,2026-07-12 05:44:00,Bike,8.64,34.9,Low,27.0,,1.08,66.84,72.19,Cash,Cancelled by Driver,
RPD100742,CUST1260,DRV235,Bengaluru,Whitefield,Jayanagar,12/06/2026 22:59,cab economy,2.67,25.3,Very High,26.0,Rain,1.93,47.04,90.79,Card,completed,4.6
RPD101484,CUST1149,DRV279,Mumbai,Andheri,Colaba,22-Jun-2026 04:50 AM,auto,1.11,26.4,Very High,20.0,Heavy Rain,1.96,24.99,48.98,upi,COMPLETED,4.4
RPD102282,CUST3213,DRV691,Pune,Viman Nagar,Hinjewadi,12/06/2026 15:20,auto,1.17,11.9,Medium,24.0,,1.14,25.53,29.1,Cash,completed,3.6
